Open,High,Low,Close,Volume,Stock
0.265786065,0.265966889,0.261898341,0.263284672,0.084902451,539.359314
0.263244475,0.263807046,0.260798321,0.262646762,0.07196098,545.779022
0.263575976,0.267945908,0.263144013,0.267850471,0.086868434,548.7377625
0.268287458,0.268669206,0.265409342,0.26861896,0.122736368,550.956543
0.26959842,0.269965093,0.266354647,0.269352306,0.225647824,556.5647275
0.268744544,0.27369209,0.268292483,0.273666968,0.076588294,563.7283325
0.273787527,0.277532589,0.271687949,0.273501217,0.110215108,569.458801
0.273822669,0.28120632,0.27380257,0.280548312,0.098284142,573.993866
0.281728694,0.282457017,0.277132747,0.279217252,0.086878439,573.6805725
0.27980994,0.281161098,0.278112207,0.279840088,0.111705853,574.003815
0.280553336,0.281010422,0.278589391,0.278855603,0.065397699,577.350403
0.280382561,0.283436477,0.279543728,0.282567527,0.072131066,579.727325
0.282909077,0.283958851,0.281422285,0.282399249,0.052486243,579.7770995
0.282909077,0.283742885,0.281688528,0.283602227,0.035322661,579.8218385
0.283115025,0.284456134,0.281020471,0.282356555,0.052901451,569.6990055
0.28005106,0.280989337,0.274262184,0.276751031,0.095282641,569.9143065
0.276997144,0.279578901,0.275890096,0.279257449,0.055517759,567.6786195
0.274149176,0.279513612,0.273697115,0.276756025,0.067553777,572.984436
0.277162895,0.281653356,0.276916781,0.280814523,0.080850425,578.4394535
0.282532355,0.283843347,0.280236909,0.283672541,0.092501251,578.0043335
0.284109559,0.284142204,0.279498537,0.28362735,0.080915458,582.099304
0.28524472,0.285445643,0.282331432,0.282562503,0.06957979,571.6567075
0.280990323,0.28172367,0.275505328,0.278077066,0.150815408,586.17688
0.287756163,0.289664868,0.282230971,0.288800912,0.200855428,586.591095
0.287128302,0.288459362,0.283854876,0.285983091,0.102941471,591.870575
0.286610952,0.291096389,0.286550657,0.288630137,0.084732366,591.9203185
0.287871698,0.290192267,0.287505025,0.289252973,0.061355678,592.377808
0.289489068,0.291021051,0.287138352,0.287931963,0.05142071,586.2216185
0.286450195,0.287183542,0.284757487,0.285757045,0.046273137,585.4076235
0.285279892,0.287505025,0.283613787,0.286550657,0.0489995,583.3996585
0.285621443,0.286098596,0.282991968,0.284044239,0.067208604,583.5413815
0.284516398,0.285998165,0.283235554,0.284953385,0.050485243,573.6706545
0.281527772,0.283059754,0.276203533,0.277007193,0.104977489,566.2912295
0.276404425,0.279197154,0.272612169,0.274229539,0.097578789,566.609497
0.275721325,0.278890775,0.27324003,0.277785731,0.071095548,564.1927795
0.276228625,0.277198067,0.272491609,0.273727232,0.077313657,562.258423
0.272074721,0.276555133,0.271180648,0.274382219,0.066433217,562.402588
0.27519895,0.276148263,0.271733139,0.272868332,0.055222611,562.2086795
0.272968793,0.276329087,0.271356448,0.275585722,0.074477239,565.137573
0.276198509,0.276449646,0.274194367,0.275138655,0.060430215,560.309143
0.273450971,0.274144152,0.27162266,0.272551874,0.076848424,567.2559205
0.274852375,0.278714976,0.274068782,0.278604465,0.071695848,571.2489625
0.279307664,0.280171589,0.276645545,0.278539176,0.048929465,571.805908
0.280151521,0.280914985,0.27646472,0.277951481,0.075702851,577.081879
0.279272492,0.283491717,0.279217252,0.282311364,0.063911956,582.467285
0.283737861,0.284913219,0.283235554,0.284672099,0.048589295,581.437927
0.284179872,0.284591736,0.282517281,0.283481698,0.05150075,579.632843
0.283145141,0.283486692,0.281799008,0.282919127,0.045387694,579.750214
0.283029637,0.283856386,0.28154787,0.282512257,0.03907954,578.817352
0.283597203,0.283737861,0.280724111,0.28132688,0.067788894,576.0227355
0.281859304,0.28213054,0.279508587,0.280151521,0.081745873,571.1559755
0.279855162,0.280467948,0.276255259,0.276705809,0.084942471,567.0570065
0.275982512,0.277835946,0.274746889,0.275801687,0.064352176,566.439911
0.27687156,0.277228184,0.274731322,0.277007193,0.053861931,571.3683165
0.277132747,0.280136447,0.276801246,0.27988531,0.078674337,575.8287965
0.281226418,0.282728253,0.278714976,0.280191687,0.060450225,579.424011
0.281226418,0.284240137,0.280834622,0.282220952,0.072641321,581.0550535
0.283225505,0.284516398,0.282205878,0.284280334,0.08138069,585.8138735
0.284541521,0.287138352,0.284390814,0.286108645,0.07128064,581.3036805
0.285696781,0.285746996,0.281226418,0.281733719,0.064067034,577.0470885
0.281979832,0.282984416,0.279689411,0.282783493,0.048524262,575.8685915
0.281407242,0.282135565,0.279347861,0.281904494,0.060750375,574.888947
0.281728694,0.282050146,0.278443739,0.279026378,0.07983992,568.4543455
0.277680245,0.278689853,0.275304436,0.277760608,0.079634817,573.924255
0.277589833,0.281979832,0.277539617,0.281201295,0.073756878,579.9585875
0.281231443,0.285003631,0.280611104,0.283622326,0.084412206,584.0585325
0.284742444,0.286018233,0.283737861,0.28588263,0.07196098,589.7472535
0.287002718,0.289504111,0.285998165,0.289303219,0.186938469,585.4851685
0.288168027,0.288232823,0.282964317,0.284928262,0.084247124,580.7318115
0.284667075,0.284667075,0.281728694,0.281793983,0.073306653,581.8755495
0.281959734,0.286063455,0.281487606,0.285239695,0.086183092,577.902374
0.285018674,0.285234671,0.278303081,0.278745092,0.096108054,573.799957
0.279247399,0.280849695,0.278544201,0.279769774,0.071915958,571.537384
