#,Open,High,Low,Close,Volume,Stock
478,522.34,528.77,519.52,"1,055.51","4,589,600",530.015
479,529.03,532.01,528.02,"1,060.20","2,255,500",529.535
480,529.1,531.32,527.75,"1,056.69","2,394,400",527.3
481,529.77,531.18,523.42,"1,051.59","2,756,600",526.14
482,523.51,529.73,522.55,"1,050.38","3,364,700",526.52
483,523.72,530,523.04,"1,055.28","2,392,000",525.715
484,526.63,527.85,523.58,"1,054.45","2,275,800",530.53
485,532.9,533,528.06,"1,066.94","2,868,200",535.575
486,533.5,539.13,532.02,"1,075.19","2,976,200",539.97
487,536.07,544.12,535.82,"1,081.69","3,721,600",539.6
488,541.67,543.62,535.58,"1,074.34","3,436,400",535.975
489,537.77,539.45,532.5,"1,067.03","3,204,800",531.555
490,535.69,536.14,526.97,"1,057.89","4,340,900",532.18
491,530.01,535.34,529.02,"1,070.04","3,216,000",535.28
492,534.41,538.36,532.2,"1,066.93","3,082,800",533.995
493,533.92,540.45,527.54,"1,081.78","4,437,100",540.745
494,538.37,543.96,537.53,"1,083.25","3,343,800",545.25
495,542.12,548.53,541.97,"1,097.61","6,547,600",553.16
496,551.85,555.82,550.5,"1,112.05","3,456,000",553.76
497,555.4,555.54,551.98,"1,108.80","1,473,800",554.84
498,554.92,557.41,552.27,"1,114.40","2,685,500",556.22
499,557.91,558.05,554.39,"1,115.34","3,151,100",555.3
500,558.08,558.16,552.44,"1,106.42","2,481,300",554.735
501,554.04,558.41,551.06,"1,117.64","2,725,900",554.425
502,555.65,556.79,552.06,"1,110.07","3,656,400",553.39
503,555.42,556.38,550.4,"1,101.97","3,345,800",554.245
504,554.43,557.34,551.15,"1,114.26","3,551,800",563.105
505,560.4,567.72,558.49,"1,135.74","5,124,300",568.025
506,570.86,571.52,564.53,"1,138.11","4,501,700",565.325
507,569.59,569.97,560.68,"1,127.15","4,184,500",563.22
508,567.41,567.41,559.03,"1,127.09","4,302,900",563.905
509,561.13,571.31,556.5,"1,119.91","4,855,800",567.645
510,566.85,573.35,561.94,"1,146.25","4,983,700",572.55
511,574.34,575.34,569.76,"1,145.48","3,915,000",574.33
512,572.4,576.8,571.86,"1,153.05","3,380,300",574.055
513,576.27,578.15,569.96,"1,147.38","5,422,800",576.665
514,578.3,579.83,573.5,"1,160.51","3,974,500",579.515
515,581.13,581.76,577.27,"1,161.83","3,154,500",577.05
516,577.83,579.07,575.03,"1,156.92","3,912,700",567.01
517,573.36,574.62,559.4,"1,120.75","7,814,000",550.13
518,560.95,561.15,539.11,"1,098.21","8,739,800",556.835
519,553.09,560.77,552.9,"1,119.94","4,436,900",553.22
520,557.47,558.78,547.66,"1,103.89","4,777,500",567.805
521,570.36,574.09,561.52,"1,132.28","10,220,800",582.235
522,583.49,591.05,573.42,"1,177.74","11,174,200",576.27
523,587.4,588.65,563.89,"1,130.33","9,172,400",570.86
524,566.87,575.34,566.38,"1,135.04","5,644,800",567.57
525,569.56,573.24,561.9,"1,140.07","4,806,800",574.77
526,573.42,577.91,571.63,"1,156.78","3,907,600",582.43
527,581.63,586.75,578.11,"1,174.22","5,292,000",585.66
528,583.71,588.99,582.33,"1,169.72","3,904,800",588.815
529,587.88,593.71,583.92,"1,186.92","4,116,900",590.63
530,592.28,592.78,588.48,"1,183.44","3,461,800",592.67
531,588.17,597.71,587.63,"1,196.61","3,686,400",597.06
532,595.57,599.95,594.17,"1,199.51","4,389,700",600.965
533,598.46,604.17,597.76,"1,207.56","4,233,500",599.43
534,600.4,602.35,596.51,"1,199.05","4,222,900",599.53
535,599.32,601.19,597.87,"1,200.81","3,414,300",600.925
536,601.65,602.68,599.17,"1,200.49","3,738,500",604.05
537,600.43,607.8,600.3,"1,209.19","3,361,100",606.455
538,605.7,609.96,602.95,"1,216.66","2,888,100",608.38
539,609.71,612.15,604.61,"1,216.83","3,979,100",608.03
540,606.92,609.83,606.23,"1,215.87","2,529,400",605.335
541,607.89,609.81,600.86,"1,212.32","4,644,500",597.75
542,601.12,601.66,593.84,"1,199.40","4,225,300",604.11
543,605.23,605.73,602.49,"1,211.58","2,946,300",606.35
544,605.26,609.26,603.44,"1,214.92","2,479,700",608.905
545,608.86,610.79,607.02,"1,216.27","2,545,600",607.33
546,611.11,611.2,603.46,"1,211.46","3,041,500",603.175
547,605.58,606.55,599.8,"1,208.25","2,438,200",600.49
548,604.62,604.89,596.09,"1,196.70","3,438,800",595.775
549,595.97,601.67,589.88,"1,203.99","3,943,200",596.58
550,601.72,602.99,590.17,"1,185.80","4,708,600",588.645
551,588.79,593.21,584.08,"1,169.59","4,604,900",591.58
552,587.42,596.3,586.86,"1,188.84","4,340,300",598.9
553,595.1,603.5,594.3,"1,207.94","3,643,500",599.35
554,603.64,603.73,594.97,"1,195.97","3,237,800",599
555,597.73,602.55,595.45,"1,193.88","3,381,900",595.79
556,600.9,602.56,589.02,"1,179.80","6,441,000",580.54
557,589.88,590.24,570.84,"1,154.76","6,096,800",577.05
558,580.82,582.74,571.36,"1,155.55","4,838,400",573.62
559,578.84,583.6,563.64,"1,128.87","5,179,200",558.925
560,566.44,566.44,551.41,556.93,"13,100",561.01
561,559.66,564.88,557.14,558.46,"41,200",560.43
562,565.34,565.45,555.41,555.45,"10,800",562.035
563,557.18,566.89,557.18,565.61,"7,900",581.91
564,598.35,603.17,560.65,565.45,"147,100",574.13
565,568.29,585.67,562.59,568.18,"5,099,100",558.85
566,573.08,576.19,541.51,541.65,"6,369,300",536.345
567,539.26,546.98,525.71,536.68,"4,401,600",546.805
568,541.11,553.48,540.13,553.38,"3,151,200",557.63
569,558.09,563.82,551.44,562.6,"3,330,800",550.935
570,563.45,563.45,538.42,539.47,"4,036,800",531.805
571,531.09,538.52,525.09,529.15,"3,924,800",535.36
572,536.78,542.61,528.11,531.06,"2,575,000",527.01
573,535.35,536.98,517.04,534.97,"3,855,000",546.995
574,541.51,555.47,538.52,555.02,"4,893,200",538.85
575,547.31,548,529.7,534.63,"6,809,500",529.695
576,534.63,535.23,524.16,527.17,"2,566,700",530.915
577,527.19,535.76,526.07,533.35,"2,365,300",528.61
578,532.33,532.41,524.81,525.5,"2,052,300",525.44
579,528.62,530.19,520.69,523.72,"1,883,100",518.635
580,521.08,523.26,514.01,514.77,"2,100,300",509.3
581,515.76,517.18,501.42,515.73,"3,335,500",521.46
582,515.48,528.01,514.91,526.26,"2,699,000",523.82
583,526.16,526.55,521.09,525.22,"1,751,100",526.96
584,525.67,531.47,522.45,529.9,"1,905,500",528.355
585,532.3,532.54,524.17,526.48,"1,688,500",523.67
586,523.38,527.45,519.89,526.36,"1,024,100",519.51
587,523.79,525.37,513.65,513.73,"1,689,000",508.595
588,514.38,515.27,501.92,508.56,"3,224,300",510.435
589,507.07,515.81,505.06,509.6,"2,021,300",510.65
590,509.35,518.48,502.82,517.31,"2,439,400",523.165
591,522.08,528.74,517.59,528.47,"1,912,500",531.33
592,529.44,534.6,528.06,531.63,"1,653,400",527.695
593,531.54,531.54,523.85,525.21,"1,191,700",520.215
594,524.26,524.43,516,518.56,"1,704,300",517.2
595,519.96,520.37,514.03,519.2,"1,485,200",522.25
596,518.28,528.33,516.17,527.41,"1,277,700",529.81
597,528.29,534.76,524.86,528.32,"1,784,700",534.08
598,531.44,537.71,530.45,537.46,"1,196,200",542.7
599,539.65,546.1,539.3,543.57,"1,615,800",547.165
600,545.76,552.12,542.21,551.19,"1,932,100",558.64
601,554.48,564.45,552.83,564.4,"2,104,100",562.875
602,563.02,566.29,559.46,560.14,"1,652,000",559.82
603,561.81,562.46,557.18,558.55,"1,354,100",557.1
604,559.26,559.81,554.39,558.36,"1,771,100",551.8
605,559.16,559.36,544.24,552.41,"1,435,000",545.945
606,549.48,550.83,541.06,543.45,"1,866,600",542.19
607,540.02,547.11,537.27,543.17,"1,816,400",548.195
608,544.9,553.43,542.96,552.38,"1,689,100",551.98
609,556.53,556.53,547.43,554.81,"1,736,700",557.94
610,555.62,561.36,554.52,560.58,"1,467,500",559.215
611,558.98,562.06,556.37,559.02,"1,351,700",555.925
612,556.47,558.35,553.5,557.31,"1,100,100",551.71
613,555.77,556.46,546.96,549.84,"1,458,400",547.43
614,550.75,550.79,544.07,550.25,"1,220,500",544.08
615,547.76,548.12,540.04,542.79,"1,702,500",540.84
616,542.71,543.83,537.85,541.52,"1,444,500",547.275
617,543.37,552.04,542.51,551.85,"1,741,700",550.245
618,552.72,553.48,547.01,553.38,"2,456,800",552.47
619,555.33,556.05,548.89,554.84,"4,508,300",558.09
620,553.63,563.45,552.73,563.4,"1,536,800",565.275
621,563.64,571.08,559.47,563.07,"2,207,100",571.02
622,563.71,578.37,563.67,577.07,"1,969,300",575.57
623,579.41,580.86,570.28,574.42,"1,741,900",575.255
624,575.6,578.28,572.23,575.66,"2,236,900",575.58
625,577.08,577.98,573.18,573.7,"1,313,700",578.935
626,576.74,582.8,575.07,581.07,"1,447,900",581.32
627,581.75,583.84,578.8,580.74,"1,056,300",581.37
628,581.75,583.41,579.33,583.13,"714,100",581.41
629,582.16,584.82,578,580.66,"1,064,600",571.26
630,576.08,577.94,564.58,569.53,"1,909,500",571.48
631,570.02,575.14,567.82,574.5,"1,116,700",569.235
632,564.36,575.01,563.46,569.54,"1,356,700",574.56
633,570.34,579.26,569.86,577.59,"1,621,700",580.03
634,581,583.61,576.45,583.27,"1,854,000",579.59
635,584.14,584.2,574.98,583.18,"1,623,000",583.7
636,586.39,586.79,580.61,581.06,"1,397,100",573.225
637,577.94,579.4,567.05,572.16,"3,016,500",587.79
638,591.38,595.17,580.41,593.45,"4,014,100",588.2
639,590.13,592.77,583.63,587.86,"2,062,100",593.495
640,589.1,598.01,588.98,593.11,"1,699,100",593.545
641,591.61,596.21,590.88,594.35,"1,233,100",594.005
642,594.82,597.86,590.15,591.73,"1,035,100",587.83
643,588.78,590.24,585.42,587.41,"932,400",587.015
644,586.46,590.88,583.15,588.98,"986,800",585.005
645,587.14,588.09,581.92,584.01,"1,349,800",585.145
646,584.94,587.89,582.4,585.81,"1,016,400",575.245
647,579.01,582.05,568.44,570.03,"2,102,700",567.845
648,568.84,574.38,561.31,564.52,"1,955,200",568.165
649,567.48,573.77,562.56,571.58,"1,427,300",565.74
650,568.49,570.41,561.07,563.52,"1,551,200",563.805
651,560.24,569.14,558.47,564.82,"1,334,300",563.945
652,566.44,568.33,559.56,561.82,"1,110,900",563.755
653,562.02,568.69,558.82,567.21,"1,494,700",566.69
654,568.43,568.93,564.45,566.33,"1,214,700",561.845
655,562.97,564.35,559.34,561.19,"1,542,000",568.815
656,565.76,573.43,564.2,573.21,"1,439,200",572.82
657,574.6,576.32,569.32,573.08,"985,400",573.375
658,576.28,577.79,568.96,571.91,"1,519,100",578.665
659,574.53,582.91,574.42,580.57,"1,284,100",584.065
660,583.4,585.73,582.4,585.25,"978,600",583.03
661,584.28,585.09,580.97,582.89,"1,036,700",581.225
662,582.22,582.9,579.55,581.77,"914,800",581.34
663,581.99,583.63,579.05,580.96,"789,000",580.405
664,583.12,583.4,577.41,578.61,"1,361,400",577.605
665,579.67,580.21,575,576.28,"1,639,600",572.725
666,575.69,576.91,568.54,569.44,"1,703,300",568.615
667,568,571.68,565.55,567.64,"1,292,900",567.995
668,569.77,570.47,565.52,570.03,"1,083,700",572.94
669,570.28,576.25,569.63,575.75,"1,578,400",577.41
670,578.41,581.39,573.43,576.36,"1,215,100",581.015
671,578.41,584.4,577.63,580.39,"1,458,100",582.65
672,582.38,584.94,580.36,584.48,"1,632,300",587.42
673,584.99,590.15,584.69,588.11,"1,431,000",582.9
674,587.29,587.39,578.41,579.42,"1,287,200",578.63
675,579.91,581.9,575.36,581.5,"977,300",577.45
676,578.77,580.22,574.68,579.76,"1,221,000",576.47
677,579.41,580.05,572.89,574.04,"1,601,600",570.015
678,571.37,573.38,566.65,571.53,"1,597,500",575.5
679,571.19,579.91,571.09,578.36,"1,480,300",581.55
680,578.42,585.91,577.19,583.17,"1,692,800",585.665
681,585.39,587.93,583.4,587.66,"1,444,500",591.37
682,589.88,594.85,587.89,594.45,"3,736,600",587.09
683,592.19,592.32,581.86,585.76,"1,689,500",582.325
684,585.24,585.24,579.41,579.54,"1,471,400",583.475
685,579.87,588.02,578.93,586.38,"1,728,100",579.49
686,585.94,586.37,572.61,573.49,"1,925,900",575.375
687,574.48,577.66,573.09,575.52,"1,443,600",573.11
688,570.18,576.61,569.61,574.78,"1,282,400",574.77
689,575.35,578.26,571.28,575.78,"1,621,700",570.73
690,574.43,576,565.46,566.71,"1,445,400",566.06
691,565.76,570.34,561.78,568.52,"1,178,400",573.285
692,571.48,575.64,570.93,573.7,"1,141,700",576.14
693,577.22,579.41,572.87,575.77,"1,214,600",567.945
694,572.83,573.69,562.2,562.2,"1,911,300",564.135
695,564.02,572.31,555.96,570.93,"1,990,800",563.73
696,569.62,569.93,557.53,559.34,"2,524,800",553.07
697,556.19,563.58,542.56,543,"3,081,900",539.82
698,543.5,548,531.64,531.75,"2,581,600",538.7
699,537.42,545.69,531.71,536.47,"2,222,500",524.11
700,529.56,531.34,516.88,528.58,"3,719,300",520.785
701,517.58,527.98,513.59,523.07,"3,708,500",518.335
702,525.81,529.53,507.14,509.77,"5,539,300",513.52
703,508.06,520.33,506.71,519.41,"2,607,500",521.52
704,523.75,525.35,517.69,525.1,"2,336,200",532.835
705,528.44,538.32,527.35,531.25,"2,919,200",540.05
706,537.84,545.72,534.38,542.49,"2,348,800",538.855
707,542.87,543.39,534.32,538.3,"1,973,100",539.24
708,535.56,542.92,535.56,539.29,"1,185,300",543.81
709,541.51,547.48,540.14,547.4,"1,270,900",549.075
710,548.49,552.67,545.48,547.83,"1,770,500",546.655
711,547.45,551.29,542.02,548.8,"1,455,600",555.635
712,557.82,558.04,553.23,557.55,"2,035,000",554.045
713,553.98,556.37,551.72,553.7,"1,382,200",550.89
714,551.49,553.98,547.8,552.59,"1,244,200",548.92
715,555.28,555.28,542.56,544.43,"2,032,200",542.44
716,544.01,545.39,539.49,540.56,"1,333,200",540.955
717,544.71,544.71,537.2,539.53,"1,633,700",543.815
718,539.98,548.09,539.54,545.99,"1,134,600",547.615
719,546.99,550.43,544.8,548.78,"965,500",546.315
720,548.88,548.95,543.68,545.81,"1,129,600",545.14
721,548.29,548.29,541.99,543.89,"1,339,300",542.925
722,545.18,545.18,540.67,542.91,"1,289,500",537.45
723,542.09,542.3,532.6,535.04,"1,726,000",536.585
724,536.03,540.46,532.71,533.57,"1,962,600",532.7
725,533.54,536.77,528.63,535.52,"1,392,200",531.635
726,529.8,533.64,529.63,533.37,"1,563,300",537.875
727,540.13,540.66,535.09,536.03,"2,224,200",537.68
728,536.18,541.21,534.15,537.79,"1,706,300",539.81
729,537.52,542.49,537.13,539.6,"1,789,900",537.82
730,539.4,540.07,535.57,538.89,"1,522,900",537.825
731,539.14,540.52,535.13,540.35,"1,148,300",535.165
732,537.42,539.93,530.4,532.34,"2,115,300",531.19
733,532.05,534.03,528.35,532.29,"1,526,600",531.17
734,529.98,534.53,527.81,529.87,"1,277,900",531.505
735,529.71,535.87,527.14,535.84,"1,392,100",527.135
736,529.55,531.43,522.84,523.82,"2,565,600",525.955
737,525.69,529.55,522.36,525.54,"2,329,300",525.9
738,520.71,532.73,519.07,531.91,"1,871,300",529.49
739,531.62,534.86,524.12,524.62,"1,712,200",529.06
740,526.35,532.46,525.66,526.89,"1,610,800",522.145
741,522.08,527.05,517.24,517.24,"1,994,500",516.765
742,521.31,521.67,511.86,512.39,"2,813,400",499.655
743,510.16,511.65,487.66,494.03,"3,964,200",500.53
744,495.64,505.61,495.45,503.51,"2,883,100",507.89
745,511.55,512.46,503.32,509.7,"2,926,700",510.91
746,510.11,516.3,505.52,514.94,"3,690,200",519.845
747,514.67,525.02,514.67,523.43,"2,723,700",528.975
748,525.56,533.1,524.85,529.14,"2,197,600",527.94
749,529.06,530.3,525.58,527.32,"705,900",529.33
750,527.32,532.79,525.87,532.57,"1,040,500",531.285
751,530.73,534.01,528.56,528.88,"2,278,500",527.695
752,526.64,529.7,525.69,528.97,"876,200",527.75
753,529.8,531.14,524.36,524.96,"1,368,200",526.245
754,527.56,529.82,522.67,523.37,"1,447,500",517.275
755,521.83,522.89,511.66,512.46,"2,059,800",507.22
756,513.59,514.76,499.68,500.59,"2,899,900",502.07
757,505.61,505.86,498.28,499.73,"2,065,000",495.88
758,496.63,502.1,489.66,501.3,"3,353,500",498.49
759,503.38,503.54,493.44,494.81,"2,071,300",490.425
760,493.58,494.62,486.23,491.2,"2,326,700",496.32
761,497.47,501.6,491.04,494.82,"2,370,400",496.75
762,493.3,501.85,491.65,499.5,"2,215,500",500.35
763,504.19,504.3,496.4,500.42,"2,715,800",502.715
764,498.64,506.8,498.63,506.69,"2,298,200",507.865
765,509.6,511.1,504.63,505.51,"2,232,000",511.335
766,505.86,517.86,504.81,516.62,"2,268,700",526.57
767,520.05,534.86,518.28,532.93,"2,676,900",536.115
768,534.12,540.69,531.54,538.47,"2,281,700",532.87
769,537.06,537.52,528.22,533.74,"1,543,700",523.01
770,528.52,529.25,516.77,517.21,"1,904,000",515.08
771,521.35,521.56,508.6,508.6,"1,683,800",504.76
772,509.6,509.69,499.83,509.26,"4,186,300",526.25
773,514.45,538.39,514.11,533.06,"5,606,300",524.335
774,530.27,531.54,517.13,527.03,"2,849,800",526.885
775,526.55,531.94,521.83,527.79,"2,038,600",525.525
776,527.79,531.21,519.84,521.33,"1,663,600",523.855
777,522.36,527.05,520.66,526.14,"1,849,700",530.35
778,526.2,535.73,524.97,529.55,"1,763,500",527.56
779,526.55,530.54,524.58,526.38,"1,267,700",530.855
780,527.85,536.23,525.48,535.47,"1,749,800",534.45
781,533.83,536.98,531.92,534.5,"1,377,700",538.27
782,535.78,543.33,533.21,541.44,"1,620,200",545.02
783,541.86,548.4,541.64,547.51,"1,900,300",544.05
784,545.33,548.49,539.61,541.35,"1,616,800",540.02
785,539.92,544,536.04,538.22,"1,453,000",539.08
786,536.57,541.62,536.54,541.38,"989,100",538.295
787,541.64,542.26,534.33,537.47,"1,444,300",531.465
788,534.58,534.97,527.96,530.45,"1,457,800",531.06
789,528.55,535.32,526.8,534.62,"1,005,000",539.35
790,534.43,544.72,533.98,542.38,"1,825,900",547.32
791,541.72,554.62,540.02,553.96,"2,311,500",557.275
792,552.72,563.16,551.39,556.87,"2,410,100",563.9
793,559,570.58,557.22,569.78,"2,129,600",569.39
794,568.89,573.81,564.97,572.07,"1,704,700",570.99
795,570.3,575.53,566.45,571.8,"1,876,800",574.085
796,573.45,576.33,571.84,573.75,"1,389,600",570.155
797,573.31,575.1,565.21,566.13,"1,659,100",565.35
798,565.31,568.71,561.99,567.29,"1,062,100",558.255
799,562.71,563.3,553.21,553.49,"1,792,300",552.89
800,553.62,556.61,549.17,549.67,"1,820,700",551.9
801,551.99,554.85,548.95,553.99,"1,389,600",549.8
802,551.98,556.87,542.73,545.82,"1,703,500",549.92
803,549.44,555.33,544.51,552.99,"1,640,900",549.39
804,550.2,552.28,546.5,549.33,"1,805,500",551.875
805,550.99,558.25,545.5,557.97,"2,134,500",556.94
806,557.86,559.26,554.62,556.46,"1,197,200",558.85
807,560.11,560.18,557.52,558.83,"2,616,800",557.565
808,558.9,560.82,554.31,557.28,"1,643,800",566.345
809,561.02,573.02,559.67,568.63,"2,583,200",563.95
810,568.94,570.69,557.21,557.26,"2,152,200",553.255
811,556.06,557.37,549.14,553.65,"1,572,600",550.195
812,551.49,553.76,546.63,546.84,"1,897,400",549.31
813,550.11,551.95,546.67,550.52,"1,287,500",549.205
814,548.49,553.19,545.22,546.5,"1,588,000",543.825
815,547.1,549.63,538.02,541.07,"1,963,000",535.88
816,539.37,539.37,532.39,534.06,"1,716,300",532.53
817,530.76,536.94,528.12,535.3,"1,324,400",537.865
818,536.61,541.2,534.53,535.55,"1,302,800",539.635
819,536.91,542.36,536.91,540.13,"1,178,500",537.245
820,539.55,540.47,534.02,539.3,"1,557,800",538.325
821,540.81,540.81,535.84,538.53,"1,409,400",539.205
822,536.94,542.57,535.84,537.69,"1,645,300",531.375
823,534.78,536.1,526.65,528.94,"2,604,100",527.53
824,527.25,533.27,521.79,531.07,"2,318,800",531.14
825,528.45,534.12,528.16,532.34,"1,299,800",523.985
826,527.21,528.39,519.58,522.62,"2,151,800",528.84
827,524.16,534.62,523.06,533.91,"1,679,200",535.06
828,536.04,537.91,532.21,532.51,"1,844,700",534.945
829,532.94,539.6,530.29,537.89,"1,593,500",544.1
830,539.52,549.45,538.75,545.5,"4,184,800",562.65
831,564.55,569.58,555.72,563.51,"4,932,500",559.575
832,563.39,565.95,553.2,555.37,"2,398,000",553.195
833,554.64,556.02,550.37,553.68,"1,491,000",550.295
834,550.47,553.68,546.91,549.08,"1,698,800",541.82
835,547.87,548.59,535.05,537.34,"2,082,200",535.82
836,538.43,539.54,532.1,537.9,"1,768,200",539.565
837,538.53,544.07,535.06,540.78,"1,308,000",535.065
838,538.21,539.74,530.39,530.8,"1,383,100",526.735
839,531.24,532.38,521.09,524.22,"1,567,000",527.605
840,523.99,533.46,521.75,530.7,"1,546,300",533.075
841,536.65,541.15,525,538.22,"1,527,600",538.69
842,538.37,541.98,535.4,535.7,"905,300",529.235
843,531.6,533.21,525.26,529.04,"1,634,200",531.49
844,530.56,534.32,528.66,529.62,"1,252,300",535.705
845,533.77,539,532.41,538.4,"1,403,900",534.825
846,539.18,539.27,530.38,533.85,"1,971,300",531.835
847,532.01,534.82,528.85,532.3,"2,003,400",536.85
848,533.98,540.66,533.04,537.36,"1,966,900",537.945
849,538.49,542.92,532.97,539.27,"1,430,800",539.91
850,537.95,543.84,535.98,542.51,"1,462,700",541.85
851,540.15,544.19,539.51,540.11,"1,176,200",534.44
852,538.12,539,529.88,532.32,"2,406,500",536.13
853,532.8,540.55,531.71,539.79,"1,525,000",538.43
854,538.01,540.61,536.25,539.78,"1,029,800",535.04
855,537.37,538.63,531.45,532.11,"2,597,400",533.275
856,536.79,536.79,529.76,533.99,"1,904,300",537.165
857,532.93,543,531.33,539.18,"1,939,000",540.305
858,539.91,543.5,537.11,540.31,"1,714,500",537.455
859,537.76,540.59,534.32,536.7,"1,348,300",534.86
860,536.35,537.2,532.52,533.33,"1,388,200",530.18
861,533.31,534.12,526.24,526.83,"1,520,600",526.105
862,527.56,529.2,523.01,526.69,"1,455,300",533.855
863,529.36,538.36,529.35,536.69,"1,815,000",536
864,538.42,538.98,533.02,534.61,"1,217,500",531.64
865,531.6,533.12,530.16,532.33,"955,800",526.15
866,528,528.3,524,527.2,"1,632,700",527.6
867,528.4,529.64,525.56,528.15,"1,071,800",528.04
868,529.37,530.98,525.1,529.26,"1,294,200",534.47
869,531,538.15,530.79,536.73,"1,833,100",535.63
870,537.21,538.25,533.01,536.69,"1,893,500",540.635
871,539.59,543.74,537.53,538.19,"1,250,300",538.375
872,539.64,541.5,535.25,540.48,"1,197,500",537.83
873,540,540,535.66,537.84,"1,286,600",538.065
874,538.87,540.9,535.23,535.23,"1,335,700",534.555
875,537.26,537.76,531.35,531.69,"2,109,100",524.575
876,525.01,528.61,520.54,521.52,"1,937,800",523.375
877,526.02,526.25,520.5,520.51,"2,217,200",521.96
878,524.73,525.69,518.23,521.84,"1,961,000",522.865
879,521.08,524.65,521.08,523.4,"1,235,900",522.125
880,519.5,525.25,519,522.86,"1,280,500",520.68
881,523.13,526.18,515.18,525.02,"1,597,200",519.42
882,521.05,522.73,516.11,516.83,"1,296,700",522.06
883,523.12,523.77,520.35,520.68,"1,839,400",529.055
884,526.29,532.56,525.55,530.13,"1,956,700",539.755
885,532.88,547.11,532.4,546.55,"2,206,500",556.28
886,546.76,565.85,546.71,561.1,"3,244,100",561.645
887,560.13,566.5,556.79,560.22,"1,784,600",572.84
888,565.12,580.68,565,579.85,"4,768,300",659.735
889,649,674.47,645,672.93,"11,164,900",660.945
890,659.24,668.88,653.01,663.02,"5,860,900",663.65
891,655.21,673,654.3,662.3,"3,377,200",668.82
892,660.89,678.64,659,662.1,"3,929,300",652.315
893,661.27,663.63,641,644.28,"3,029,100",635.345
894,647,648.17,622.52,623.56,"3,625,700",627.4
895,621,634.3,620.5,627.26,"2,675,400",628.07
896,632.83,632.83,623.31,628,"1,727,300",628.005
897,628.8,633.36,622.65,631.93,"1,575,100",628.635
898,630,635.22,622.05,632.59,"1,474,200",629.205
899,631.38,632.91,625.5,625.61,"1,706,100",629.2
900,625.34,633.06,625.34,631.21,"1,304,500",630.985
901,628.42,634.81,627.16,629.25,"1,490,900",640.51
902,634.33,647.86,633.16,643.78,"2,334,300",638.815
903,645,645.38,632.25,642.68,"1,572,600",636.195
904,640.23,642.68,629.71,635.3,"1,403,900",637.345
905,639.48,643.44,631.25,633.73,"1,809,200",664.585
906,669.2,674.9,654.27,660.78,"5,029,200",658.645
907,663.08,665,652.29,659.56,"2,936,700",658.08
908,659.32,664.5,651.66,656.45,"1,810,700",656.255
909,655.01,659.85,652.66,657.12,"1,072,100",656.31
910,656.8,661.38,651.24,660.87,"1,051,700",658.73
911,661.9,664,653.46,656.13,"1,456,100",660.595
912,656.6,667,654.19,660.9,"2,131,600",652.945
913,655.46,662.99,642.9,646.83,"2,855,300",626.19
914,639.78,640.05,612.33,612.48,"4,265,200",582.19
915,573,599.33,565.05,589.61,"5,770,300",599.28
916,614.91,617.45,581.11,582.06,"3,538,000",615.38
917,610.35,631.71,599.05,628.62,"4,235,900",632.795
918,639.4,643.59,622,637.61,"3,491,300",630.72
919,632.82,636.88,624.56,630.38,"1,978,700",626.74
920,627.54,635.8,617.68,618.25,"2,176,700",603.48
921,602.36,612.86,594.1,597.79,"3,702,100",607.025
922,605.59,614.34,599.71,614.34,"2,575,600",611.265
923,617,619.71,602.82,606.25,"1,759,600",599.36
924,600,603.47,595.25,600.7,"2,089,000",610.215
925,612.49,616.31,604.12,614.66,"2,279,500",618.06
926,621.22,626.52,609.6,612.72,"1,702,100",617.795
927,613.1,624.16,611.43,621.35,"1,905,300",621.6
928,619.75,625.78,617.42,625.77,"1,373,500",622.645
929,625.7,625.86,619.43,623.24,"1,702,300",631.24
930,626.7,638.7,623.78,635.14,"2,084,400",635.135
931,635.47,637.95,632.32,635.98,"1,286,500",642.96
932,637.79,650.9,635.02,642.9,"2,274,700",633.51
933,636.79,640,627.02,629.25,"5,133,400",631.215
934,634.4,636.49,625.94,635.44,"1,788,500",621.49
935,627,627.55,615.43,622.69,"2,562,900",624.465
936,622.05,628.93,620,622.36,"1,470,900",619.86
937,616.64,627.32,612.4,625.8,"2,240,100",620.385
938,629.77,629.77,611,611.97,"2,174,000",601.99
939,610.34,614.6,589.38,594.89,"3,127,700",597.61
940,597.28,605,590.22,594.97,"2,309,500",604.745
941,603.28,608.76,600.73,608.42,"2,413,400",605.97
942,608.37,612.09,599.85,611.29,"1,867,600",615.235
943,607.2,627.34,603.13,626.91,"2,684,800",635.005
944,632,643.01,627,641.47,"1,803,600",642.89
945,638.84,649.25,636.53,645.44,"2,166,300",641.38
946,649.24,650.61,632.15,642.36,"2,092,700",635.005
947,641.36,644.45,625.56,639.16,"2,182,100",640.655
948,640,645.99,635.32,643.61,"1,648,700",643.755
949,642.09,648.5,639.01,646.67,"1,275,200",650.48
950,643.15,657.81,643.15,652.3,"1,807,700",654.12
951,653.21,659.39,648.85,651.16,"1,415,500",658.795
952,654.66,663.13,654.46,661.74,"1,885,700",661.085
953,664.11,664.97,657.2,662.2,"1,611,100",663.2
954,661.18,666.82,659.58,666.1,"1,477,300",654.46
955,664.04,664.72,644.2,650.28,"2,490,000",648.8
956,654.15,655.87,641.73,642.61,"1,791,100",650.905
957,646.7,657.8,644.01,651.79,"4,071,000",715.75
958,727.5,730,701.5,702,"6,653,900",710.205
