585.94,586.37,572.61,573.49,1925900,575.375
574.48,577.66,573.09,575.52,1443600,573.11
570.18,576.61,569.61,574.78,1282400,574.77
575.35,578.26,571.28,575.78,1621700,570.73
574.43,576,565.46,566.71,1445400,566.06
565.76,570.34,561.78,568.52,1178400,573.285
571.48,575.64,570.93,573.7,1141700,576.14
577.22,579.41,572.87,575.77,1214600,567.945
572.83,573.69,562.2,562.2,1911300,564.135
564.02,572.31,555.96,570.93,1990800,563.73
569.62,569.93,557.53,559.34,2524800,553.07
556.19,563.58,542.56,543,3081900,539.82
543.5,548,531.64,531.75,2581600,538.7
537.42,545.69,531.71,536.47,2222500,524.11
529.56,531.34,516.88,528.58,3719300,520.785
517.58,527.98,513.59,523.07,3708500,518.335
525.81,529.53,507.14,509.77,5539300,513.52
508.06,520.33,506.71,519.41,2607500,521.52
523.75,525.35,517.69,525.1,2336200,532.835
528.44,538.32,527.35,531.25,2919200,540.05
537.84,545.72,534.38,542.49,2348800,538.855
542.87,543.39,534.32,538.3,1973100,539.24
535.56,542.92,535.56,539.29,1185300,543.81
541.51,547.48,540.14,547.4,1270900,549.075
548.49,552.67,545.48,547.83,1770500,546.655
547.45,551.29,542.02,548.8,1455600,555.635
557.82,558.04,553.23,557.55,2035000,554.045
553.98,556.37,551.72,553.7,1382200,550.89
551.49,553.98,547.8,552.59,1244200,548.92
555.28,555.28,542.56,544.43,2032200,542.44
544.01,545.39,539.49,540.56,1333200,540.955
544.71,544.71,537.2,539.53,1633700,543.815
539.98,548.09,539.54,545.99,1134600,547.615
546.99,550.43,544.8,548.78,965500,546.315
548.88,548.95,543.68,545.81,1129600,545.14
548.29,548.29,541.99,543.89,1339300,542.925
545.18,545.18,540.67,542.91,1289500,537.45
542.09,542.3,532.6,535.04,1726000,536.585
536.03,540.46,532.71,533.57,1962600,532.7
533.54,536.77,528.63,535.52,1392200,531.635
529.8,533.64,529.63,533.37,1563300,537.875
540.13,540.66,535.09,536.03,2224200,537.68
536.18,541.21,534.15,537.79,1706300,539.81
537.52,542.49,537.13,539.6,1789900,537.82
539.4,540.07,535.57,538.89,1522900,537.825
539.14,540.52,535.13,540.35,1148300,535.165
537.42,539.93,530.4,532.34,2115300,531.19
532.05,534.03,528.35,532.29,1526600,531.17
529.98,534.53,527.81,529.87,1277900,531.505
529.71,535.87,527.14,535.84,1392100,527.135
529.55,531.43,522.84,523.82,2565600,525.955
525.69,529.55,522.36,525.54,2329300,525.9
520.71,532.73,519.07,531.91,1871300,529.49
531.62,534.86,524.12,524.62,1712200,529.06
526.35,532.46,525.66,526.89,1610800,522.145
522.08,527.05,517.24,517.24,1994500,516.765
521.31,521.67,511.86,512.39,2813400,499.655
510.16,511.65,487.66,494.03,3964200,500.53
495.64,505.61,495.45,503.51,2883100,507.89
511.55,512.46,503.32,509.7,2926700,510.91
510.11,516.3,505.52,514.94,3690200,519.845
514.67,525.02,514.67,523.43,2723700,528.975
525.56,533.1,524.85,529.14,2197600,527.94
529.06,530.3,525.58,527.32,705900,529.33
527.32,532.79,525.87,532.57,1040500,531.285
530.73,534.01,528.56,528.88,2278500,527.695
526.64,529.7,525.69,528.97,876200,527.75
529.8,531.14,524.36,524.96,1368200,526.245
527.56,529.82,522.67,523.37,1447500,517.275
521.83,522.89,511.66,512.46,2059800,507.22
513.59,514.76,499.68,500.59,2899900,502.07
505.61,505.86,498.28,499.73,2065000,495.88
496.63,502.1,489.66,501.3,3353500,498.49
503.38,503.54,493.44,494.81,2071300,490.425
493.58,494.62,486.23,491.2,2326700,496.32
497.47,501.6,491.04,494.82,2370400,496.75
493.3,501.85,491.65,499.5,2215500,500.35
504.19,504.3,496.4,500.42,2715800,502.715
498.64,506.8,498.63,506.69,2298200,507.865
509.6,511.1,504.63,505.51,2232000,511.335
505.86,517.86,504.81,516.62,2268700,526.57
520.05,534.86,518.28,532.93,2676900,536.115
534.12,540.69,531.54,538.47,2281700,532.87
537.06,537.52,528.22,533.74,1543700,523.01
528.52,529.25,516.77,517.21,1904000,515.08
521.35,521.56,508.6,508.6,1683800,504.76
509.6,509.69,499.83,509.26,4186300,526.25
514.45,538.39,514.11,533.06,5606300,524.335
530.27,531.54,517.13,527.03,2849800,526.885
526.55,531.94,521.83,527.79,2038600,525.525
527.79,531.21,519.84,521.33,1663600,523.855
522.36,527.05,520.66,526.14,1849700,530.35
526.2,535.73,524.97,529.55,1763500,527.56
526.55,530.54,524.58,526.38,1267700,530.855
527.85,536.23,525.48,535.47,1749800,534.45
533.83,536.98,531.92,534.5,1377700,538.27
535.78,543.33,533.21,541.44,1620200,545.02
541.86,548.4,541.64,547.51,1900300,544.05
545.33,548.49,539.61,541.35,1616800,540.02
539.92,544,536.04,538.22,1453000,539.08
536.57,541.62,536.54,541.38,989100,538.295
541.64,542.26,534.33,537.47,1444300,531.465
534.58,534.97,527.96,530.45,1457800,531.06
528.55,535.32,526.8,534.62,1005000,539.35
534.43,544.72,533.98,542.38,1825900,547.32
541.72,554.62,540.02,553.96,2311500,557.275
552.72,563.16,551.39,556.87,2410100,563.9
559,570.58,557.22,569.78,2129600,569.39
568.89,573.81,564.97,572.07,1704700,570.99
570.3,575.53,566.45,571.8,1876800,574.085
573.45,576.33,571.84,573.75,1389600,570.155
573.31,575.1,565.21,566.13,1659100,565.35
565.31,568.71,561.99,567.29,1062100,558.255
562.71,563.3,553.21,553.49,1792300,552.89
553.62,556.61,549.17,549.67,1820700,551.9
551.99,554.85,548.95,553.99,1389600,549.8
551.98,556.87,542.73,545.82,1703500,549.92
549.44,555.33,544.51,552.99,1640900,549.39
550.2,552.28,546.5,549.33,1805500,551.875
550.99,558.25,545.5,557.97,2134500,556.94
557.86,559.26,554.62,556.46,1197200,558.85
560.11,560.18,557.52,558.83,2616800,557.565
558.9,560.82,554.31,557.28,1643800,566.345
561.02,573.02,559.67,568.63,2583200,563.95
568.94,570.69,557.21,557.26,2152200,553.255
556.06,557.37,549.14,553.65,1572600,550.195
551.49,553.76,546.63,546.84,1897400,549.31
550.11,551.95,546.67,550.52,1287500,549.205
548.49,553.19,545.22,546.5,1588000,543.825
547.1,549.63,538.02,541.07,1963000,535.88
539.37,539.37,532.39,534.06,1716300,532.53
530.76,536.94,528.12,535.3,1324400,537.865
536.61,541.2,534.53,535.55,1302800,539.635
536.91,542.36,536.91,540.13,1178500,537.245
539.55,540.47,534.02,539.3,1557800,538.325
540.81,540.81,535.84,538.53,1409400,539.205
536.94,542.57,535.84,537.69,1645300,531.375
534.78,536.1,526.65,528.94,2604100,527.53
527.25,533.27,521.79,531.07,2318800,531.14
528.45,534.12,528.16,532.34,1299800,523.985
527.21,528.39,519.58,522.62,2151800,528.84
524.16,534.62,523.06,533.91,1679200,535.06
536.04,537.91,532.21,532.51,1844700,534.945
532.94,539.6,530.29,537.89,1593500,544.1
539.52,549.45,538.75,545.5,4184800,562.65
564.55,569.58,555.72,563.51,4932500,559.575
563.39,565.95,553.2,555.37,2398000,553.195
554.64,556.02,550.37,553.68,1491000,550.295
550.47,553.68,546.91,549.08,1698800,541.82
547.87,548.59,535.05,537.34,2082200,535.82
538.43,539.54,532.1,537.9,1768200,539.565
538.53,544.07,535.06,540.78,1308000,535.065
538.21,539.74,530.39,530.8,1383100,526.735
531.24,532.38,521.09,524.22,1567000,527.605
523.99,533.46,521.75,530.7,1546300,533.075
536.65,541.15,525,538.22,1527600,538.69
538.37,541.98,535.4,535.7,905300,529.235
531.6,533.21,525.26,529.04,1634200,531.49
530.56,534.32,528.66,529.62,1252300,535.705
533.77,539,532.41,538.4,1403900,534.825
539.18,539.27,530.38,533.85,1971300,531.835
532.01,534.82,528.85,532.3,2003400,536.85
533.98,540.66,533.04,537.36,1966900,537.945
538.49,542.92,532.97,539.27,1430800,539.91
537.95,543.84,535.98,542.51,1462700,541.85
540.15,544.19,539.51,540.11,1176200,534.44
538.12,539,529.88,532.32,2406500,536.13
532.8,540.55,531.71,539.79,1525000,538.43
538.01,540.61,536.25,539.78,1029800,535.04
537.37,538.63,531.45,532.11,2597400,533.275
536.79,536.79,529.76,533.99,1904300,537.165
532.93,543,531.33,539.18,1939000,540.305
539.91,543.5,537.11,540.31,1714500,537.455
537.76,540.59,534.32,536.7,1348300,534.86
536.35,537.2,532.52,533.33,1388200,530.18
533.31,534.12,526.24,526.83,1520600,526.105
527.56,529.2,523.01,526.69,1455300,533.855
529.36,538.36,529.35,536.69,1815000,536
538.42,538.98,533.02,534.61,1217500,531.64
531.6,533.12,530.16,532.33,955800,526.15
528,528.3,524,527.2,1632700,527.6
528.4,529.64,525.56,528.15,1071800,528.04
529.37,530.98,525.1,529.26,1294200,534.47
531,538.15,530.79,536.73,1833100,535.63
537.21,538.25,533.01,536.69,1893500,540.635
539.59,543.74,537.53,538.19,1250300,538.375
539.64,541.5,535.25,540.48,1197500,537.83
540,540,535.66,537.84,1286600,538.065
538.87,540.9,535.23,535.23,1335700,534.555
537.26,537.76,531.35,531.69,2109100,524.575
525.01,528.61,520.54,521.52,1937800,523.375
526.02,526.25,520.5,520.51,2217200,521.96
524.73,525.69,518.23,521.84,1961000,522.865
521.08,524.65,521.08,523.4,1235900,522.125
519.5,525.25,519,522.86,1280500,520.68
523.13,526.18,515.18,525.02,1597200,519.42
521.05,522.73,516.11,516.83,1296700,522.06
523.12,523.77,520.35,520.68,1839400,529.055
526.29,532.56,525.55,530.13,1956700,539.755
532.88,547.11,532.4,546.55,2206500,556.28
546.76,565.85,546.71,561.1,3244100,561.645
560.13,566.5,556.79,560.22,1784600,572.84
565.12,580.68,565,579.85,4768300,659.735
649,674.47,645,672.93,11164900,660.945
659.24,668.88,653.01,663.02,5860900,663.65
655.21,673,654.3,662.3,3377200,668.82
660.89,678.64,659,662.1,3929300,652.315
661.27,663.63,641,644.28,3029100,635.345
647,648.17,622.52,623.56,3625700,627.4
621,634.3,620.5,627.26,2675400,628.07
632.83,632.83,623.31,628,1727300,628.005
628.8,633.36,622.65,631.93,1575100,628.635
630,635.22,622.05,632.59,1474200,629.205
631.38,632.91,625.5,625.61,1706100,629.2
625.34,633.06,625.34,631.21,1304500,630.985
628.42,634.81,627.16,629.25,1490900,640.51
634.33,647.86,633.16,643.78,2334300,638.815
645,645.38,632.25,642.68,1572600,636.195
640.23,642.68,629.71,635.3,1403900,637.345
639.48,643.44,631.25,633.73,1809200,664.585
669.2,674.9,654.27,660.78,5029200,658.645
663.08,665,652.29,659.56,2936700,658.08
659.32,664.5,651.66,656.45,1810700,656.255
655.01,659.85,652.66,657.12,1072100,656.31
656.8,661.38,651.24,660.87,1051700,658.73
661.9,664,653.46,656.13,1456100,660.595
656.6,667,654.19,660.9,2131600,652.945
655.46,662.99,642.9,646.83,2855300,626.19
639.78,640.05,612.33,612.48,4265200,582.19
573,599.33,565.05,589.61,5770300,599.28
614.91,617.45,581.11,582.06,3538000,615.38
610.35,631.71,599.05,628.62,4235900,632.795
639.4,643.59,622,637.61,3491300,630.72
632.82,636.88,624.56,630.38,1978700,626.74
627.54,635.8,617.68,618.25,2176700,603.48
602.36,612.86,594.1,597.79,3702100,607.025
605.59,614.34,599.71,614.34,2575600,611.265
617,619.71,602.82,606.25,1759600,599.36
600,603.47,595.25,600.7,2089000,610.215
612.49,616.31,604.12,614.66,2279500,618.06
621.22,626.52,609.6,612.72,1702100,617.795
613.1,624.16,611.43,621.35,1905300,621.6
619.75,625.78,617.42,625.77,1373500,622.645
625.7,625.86,619.43,623.24,1702300,631.24
626.7,638.7,623.78,635.14,2084400,635.135
635.47,637.95,632.32,635.98,1286500,642.96
637.79,650.9,635.02,642.9,2274700,633.51
636.79,640,627.02,629.25,5133400,631.215
634.4,636.49,625.94,635.44,1788500,621.49
627,627.55,615.43,622.69,2562900,624.465
622.05,628.93,620,622.36,1470900,619.86
616.64,627.32,612.4,625.8,2240100,620.385
629.77,629.77,611,611.97,2174000,601.99
610.34,614.6,589.38,594.89,3127700,597.61
597.28,605,590.22,594.97,2309500,604.745
603.28,608.76,600.73,608.42,2413400,605.97
608.37,612.09,599.85,611.29,1867600,615.235
607.2,627.34,603.13,626.91,2684800,635.005
632,643.01,627,641.47,1803600,642.89
638.84,649.25,636.53,645.44,2166300,641.38
649.24,650.61,632.15,642.36,2092700,635.005
641.36,644.45,625.56,639.16,2182100,640.655
640,645.99,635.32,643.61,1648700,643.755
642.09,648.5,639.01,646.67,1275200,650.48
643.15,657.81,643.15,652.3,1807700,654.12
653.21,659.39,648.85,651.16,1415500,658.795
654.66,663.13,654.46,661.74,1885700,661.085
664.11,664.97,657.2,662.2,1611100,663.2
661.18,666.82,659.58,666.1,1477300,654.46
664.04,664.72,644.2,650.28,2490000,648.8
654.15,655.87,641.73,642.61,1791100,650.905
646.7,657.8,644.01,651.79,4071000,715.75
727.5,730,701.5,702,6653900,710.205
701.55,719.15,701.26,712.78,2716600,709.085
707.38,713.62,704.55,708.49,2245800,708.03
707.33,712.98,703.08,712.95,2178900,714.135
710.5,718.26,710.01,716.92,1456000,714.025
715.73,718,710.05,710.81,1908800,713.735
711.06,721.62,705.85,721.11,1886300,719.685
718.86,724.65,714.72,722.16,1565400,727.5
722,733.1,721.9,728.11,1706700,734.475
729.47,739.48,729.47,731.25,1861600,731.21
731.5,735.41,727.01,733.76,1511600,727.07
730.2,734.71,719.43,724.89,2069800,724.545
724.4,730.59,718.5,728.32,1608000,735.615
732.46,741,730.23,735.4,1366400,733.225
731,737.8,728.65,731.23,1837200,723.94
729.17,731.15,716.73,717,2075500,720.41
715.6,729.49,711.33,728.96,1905900,727.435
729.29,731.84,723.03,725.3,1510900,734.205
727.58,741.41,727,740,1684300,739.715
738.74,742,737.43,738.41,1327100,750.46
746.53,757.92,743,756.6,2212300,757.265
757.45,762.71,751.82,755.98,1414500,746.455
752,755.28,737.63,748.28,2333100,749.03
748.14,752,746.06,748.15,1122100,750.45
748.46,753.41,747.49,750.26,838500,748.1
748.81,754.93,741.27,742.6,2097600,757.825
747.11,768.95,746.7,767.04,2134600,767.46
768.9,775.96,758.96,762.38,2230400,757.31
766.01,768.99,745.63,752.54,2590600,759.245
753.1,768.49,750,766.81,2757300,761.91
767.77,768.73,755.09,763.25,1812300,759.5
757.89,764.8,754.2,762.37,1829500,750.615
759.17,764.23,737,751.61,2700000,749.84
752.85,755.85,743.83,749.46,1984900,741.23
741.16,745.71,736.75,738.87,2224400,736.45
741.79,748.73,724.17,747.77,2412500,750.545
753,758.08,743.01,743.4,2666200,750.01
750,760.59,739.43,758.09,1993300,755.84
762.42,762.68,749,749.43,1553400,746.14
746.51,754.13,738.15,739.31,3148700,745
746.13,750,740,747.77,1525700,750.19
751.65,754.85,745.53,750,1365400,749.105
753.47,754.21,744,750.31,1565900,748.985
749.55,751.35,746.62,748.4,527200,756.255
752.92,762.99,749.52,762.51,1515300,773.205
766.69,779.98,766.43,776.6,1765000,772.25
776.6,777.6,766.9,771,1293300,763.92
769.5,769.5,758.34,758.88,1489600,737.66
743,744.06,731.26,741.84,3272800,745.32
746.45,752,738.64,742.58,1950700,738.05
730,747.18,728.92,743.62,1947000,728.78
730.31,738.5,719.06,726.39,2963700,723.115
731.45,733.23,713,714.47,2450900,711.195
716.61,718.85,703.54,716.03,2090600,723.035
721.68,728.75,717.32,726.07,2024500,716.675
730.85,734.74,698.61,700.56,2501700,705.51
705.38,721.92,689.1,714.72,2225800,696.055
692.29,706.74,685.37,694.45,3592400,701.695
703.3,709.98,693.41,701.79,2268100,690.055
688.61,706.85,673.26,698.45,3445000,706.825
702.18,719.19,694.46,706.59,2412200,724.125
723.6,728.13,720.12,725.25,2011800,719.845
723.58,729.68,710.01,711.67,1711700,712.38
713.85,718.28,706.48,713.04,1331700,706.31
713.67,718.23,694.39,699.99,2194200,723.02
722.22,733.69,712.35,730.96,2676400,735.895
731.53,744.99,726.8,742.95,3474300,750.565
750.46,757.86,743.27,752,5139200,777.26
784.5,789.87,764.65,764.65,6348100,747.5
770.22,774.5,720.5,726.95,6171000,714.43
722.81,727,701.86,708.01,5168700,692.07
703.87,703.99,680.15,683.57,5105700,673.545
667.85,684.03,663.06,682.74,4247400,684.335
672.32,699.9,668.77,678.11,3608900,691.72
686.86,701.31,682.13,684.12,2638000,679.11
675,689.35,668.87,683.11,3024000,686.175
690.26,693.75,678.6,682.4,2141400,691.525
692.98,698,685.05,691,2520000,700.565
698.09,709.75,691.38,708.4,2492600,704.19
710,712.35,696.03,697.35,1883200,698.565
695.03,703.08,694.05,700.91,1589300,707.875
707.45,713.24,702.51,706.46,1949800,700.99
701.45,708.4,693.58,695.85,2009300,690.39
688.92,700,680.78,699.56,1963600,698.285
700.01,705.98,690.59,705.75,1642200,707.145
708.58,713.43,700.86,705.07,2243500,704.285
700.32,710.89,697.68,697.77,2481100,709.29
703.62,718.81,699.77,718.81,2151400,716
719,720,712,718.85,1629000,712.735
718.68,719.45,706.02,712.42,1958000,711.255
714.99,716.49,706.02,710.89,1972100,697.495
706.9,708.09,686.9,695.16,2985100,694.565
688.59,703.79,685.34,693.97,2076300,699.84
698.47,705.68,694,705.24,1421500,709.9
708.12,716.44,703.36,712.82,2833500,722.025
720,726.92,717.13,726.82,1970800,730.325
726.81,735.5,725.15,730.49,1718300,728.53
726.92,732.29,724.77,728.33,1721000,730.99
726.37,737.47,724.51,736.09,1624400,739.535
736.45,743.07,736,737.78,1860800,736.915
741.86,742,731.83,737.6,2980700,738.01
736.5,742.5,733.52,742.09,1836500,741.23
737.46,745,737.46,740.75,1269700,740.935
742.36,745.72,736.15,738.06,1432100,734.375
732.01,737.75,731,735.3,1594900,735.745
736.79,738.99,732.5,733.53,1301300,738.005
734.59,747.25,728.76,744.77,1903800,753.31
750.1,757.88,748.74,750.53,1782400,745.895
749.25,750.85,740.94,744.95,1718800,743.67
738.6,750.34,737,749.91,1576700,747.615
750.06,752.8,742.43,745.29,1134200,739.085
738,742.8,735.37,737.8,1132300,740.9
735.77,746.24,735.56,745.69,1053700,741.64
745.37,747,736.28,740.28,1453200,740.5
743.97,745.45,735.55,739.15,1290800,740.525
743.02,745,736.05,736.1,1220100,737.42
738,743.83,731.01,743.09,1353000,749.32
749.16,754.38,744.26,751.72,1707100,755.01
754.01,757.31,752.71,753.2,1135300,756.845
753.98,761,752.69,759,1809300,762.675
760.46,768.05,757.3,766.61,1556000,759.615
769.51,769.9,749.33,753.93,2030500,754.07
758,758.13,750.01,752.67,1529200,755
755.38,760.45,749.55,759.14,3060500,724.865
726.3,736.12,713.61,718.77,5951900,719.76
716.1,723.93,715.59,723.15,1959200,714.4
725.42,725.77,703.03,708.14,2744600,700.67
707.29,708.98,692.36,705.84,3098600,701.86
708.26,714.17,689.55,691.02,2867300,693.31
690.7,697.62,689,693.01,2487700,695.82
697.63,700.64,691,698.21,1645300,694.92
696.87,697.84,692,692.36,1543800,694.38
690.49,699.75,689.01,695.7,1693500,699.02
697.7,702.32,695.72,701.43,1683500,704.985
698.38,711.86,698.11,711.12,1826100,714.355
712,718.71,710,712.9,1510300,719.61
716.75,723.5,715.72,723.18,1569600,718.64
723.41,724.48,712.8,715.29,1692100,714.125
717.06,719.25,709,713.31,1360700,712.96
711.93,716.66,709.26,710.83,1314500,712.065
709.13,718.48,705.65,716.49,1317100,712.815
715.99,721.52,704.11,706.23,2001200,706.115
703.67,711.6,700.63,706.63,1766800,701.4
702.36,706,696.8,700.32,1670200,707.55
701.62,714.58,700.52,709.74,1828400,707.83
706.53,711.48,704.18,704.24,1330700,713.915
706.86,720.97,706.86,720.09,1929500,723.61
720.76,727.51,719.71,725.27,1629200,724.305
722.87,728.33,720.28,724.12,1576300,728.97
724.01,733.94,724,732.66,1974000,735.495
731.74,739.73,731.26,735.72,2129500,733.935
734.53,737.21,730.66,734.15,1253600,728.595
732.5,733.02,724.17,730.4,1341800,725.025
729.27,729.49,720.56,722.34,1226300,719.76
724.91,724.91,714.61,716.55,1565300,719.265
719.84,721.98,716.55,716.65,1336200,724.575
723.96,728.57,720.58,728.28,1583700,725.94
722.87,729.54,722.34,728.58,988900,721.16
719.47,725.89,716.43,719.41,1216400,720.975
716.51,725.44,716.51,718.36,1258900,717.795
716.48,722.47,713.12,718.27,1306100,720.145
719,722.98,717.31,718.92,1214500,709.955
714.91,716.65,703.26,710.36,1982500,698.635
708.65,708.82,688.45,691.72,3402400,697.945
698.77,702.48,693.41,693.71,2082500,697.39
698.4,702.77,692.01,695.94,1465600,696.97
699.06,700.86,693.08,697.46,1184300,694.475
697.45,701.95,687,701.87,2171400,681.425
675.17,689.4,673.45,675.22,4449000,667.79
671,672.3,663.28,668.26,2629000,676.665
678.97,680.33,673,680.04,2173800,684.42
683,687.43,681.41,684.11,1932600,687.985
685.47,692.32,683.65,692.1,1597700,696.39
692.2,700.65,692.13,699.21,1344700,692.91
696.06,696.94,688.88,694.95,1462600,695.385
689.98,701.68,689.09,697.77,1411900,693.21
698.08,698.2,688.22,695.36,1304200,701.07
699.5,705.71,696.43,705.63,1575200,711.875
708.05,716.51,707.24,715.09,1111800,719.425
719.12,722.94,715.91,720.64,1336900,720.425
723.62,724,716.85,716.98,935900,720.12
721.58,722.21,718.03,720.95,950200,722.395
725.73,725.74,719.05,719.85,1279300,728.66
722.71,736.13,721.19,733.78,1295500,732.995
729.89,736.99,729,736.96,1227500,739.615
737.33,742.13,737.1,741.19,1289700,738.76
740.36,741.69,735.83,738.63,1026300,739.9
741.86,743.24,736.56,742.74,1259800,740.055
740.67,742.61,737.5,739.77,1032400,737.98
739.04,741.69,734.27,738.42,1186700,740.73
738.28,744.46,737,741.77,1512500,743.975
747.04,748.65,739.3,745.91,3530200,772.66
772.71,778.55,766.77,768.79,3841500,770.76
761.09,780.43,761.09,772.88,2700500,771.845
768.69,775.84,767.85,771.07,1784500,770.015
767.18,773.21,766.82,773.18,1287400,771.43
