Open,High,Low,Close,Volume,Stock
0.00965527,0.008640093,0.009709456,0.010272591,0.046580414,19.165
0.008443775,0.007369491,0.008295822,0.008621635,0.117607513,19.0200005
0.008296931,0.007115371,0.007477404,0.007851194,0.084310407,18.589999
0.006424612,0.00515501,0.006286965,0.007044058,0.101049438,18.585
0.006424612,0.005554345,0.005840557,0.005980115,0.063097911,18.46
0.005653655,0.004791988,0.005691749,0.006677188,0.04654861,18.46
0.006167631,0.004791988,0.005691749,0.005759992,0.057923649,18.36
0.005176401,0.004320046,0.005431346,0.00583336,0.070511646,18.4499995
0.005066262,0.004683076,0.00572895,0.006420373,0.036977652,18.66
0.005837219,0.005663258,0.006286965,0.007190813,0.075545529,18.665
0.006424612,0.005300225,0.006696179,0.006933999,0.036640964,18.705
0.005800507,0.005808466,0.006472973,0.007557692,0.025018068,18.7799995
0.007158849,0.005772159,0.007068189,0.007007378,0.022441905,18.5500005
0.006314476,0.005191316,0.005952163,0.006457053,0.048336241,18.8800005
0.006534744,0.006861254,0.006696179,0.008511579,0.093774984,18.845
0.006681596,0.006498221,0.006807782,0.008144697,0.06050091,19.035
0.007709538,0.006570831,0.008147015,0.008291444,0.039904762,19.1999995
0.008076651,0.007405794,0.008519025,0.009171959,0.062235899,19.3050005
0.008774184,0.007696217,0.009002645,0.009465462,0.095905885,19.42
0.009251445,0.00834967,0.009188646,0.009392083,0.075147425,19.3149995
0.008076651,0.007986641,0.008779432,0.00920864,0.076546822,18.7299995
0.007232277,0.006353006,0.006100964,0.006053495,0.143167354,18.5250005
0.005286541,0.005009802,0.005952163,0.006457053,0.054210201,18.6100005
0.006461328,0.005409137,0.006175365,0.006163551,0.069413843,18.2749995
0.00569037,0.004320046,0.004798925,0.004732729,0.069012449,18.105
0.004589008,0.003376171,0.004501321,0.004842796,0.05728427,17.925
0.004111748,0.00286793,0.003682899,0.003668786,0.060452655,17.6450005
0.003450938,0.00206927,0.002418065,0.003411964,0.078060277,17.8699995
0.002936965,0.00261381,0.003534091,0.003632098,0.047248309,17.9849995
0.003524355,0.003013138,0.003980507,0.004732729,0.054983379,17.7349995
0.003414226,0.002541204,0.002604066,0.002604835,0.097671582,17.615001
0.002092588,0.001778846,0.002492471,0.003301908,0.047772534,17.6899995
0.002716693,0.001887751,0.002938875,0.003155153,0.053760552,17.6850005
0.002459709,0.002250781,0.002529672,0.003191841,0.069227403,17.6350005
0.00223944,0.002032967,0.002380864,0.003118461,0.048751893,17.6450005
0.003157241,0.002359693,0.002120457,0.00245808,0.099266194,18.6599995
0.004735853,0.006534524,0.005394141,0.008108009,0.232694794,18.975
0.007672822,0.006534524,0.007737807,0.007741131,0.081973326,18.8450005
0.007195562,0.006171495,0.007142595,0.007741131,0.068683437,18.9899995
0.007342413,0.006788644,0.007589,0.008144697,0.057838106,18.8999995
0.007893094,0.006461918,0.007254191,0.007374249,0.057672504,18.915
0.007085433,0.006716039,0.00710539,0.008254764,0.0888749,19.125
0.008039946,0.007333188,0.008035415,0.00920864,0.06537248,19.3099995
0.00840706,0.007877728,0.008853837,0.009465462,0.05555257,19.295
0.008700756,0.007587305,0.009039846,0.009025205,0.04820683,19.17
0.008333643,0.007260579,0.00844463,0.008364824,0.062279768,19.085
0.007782955,0.007042765,0.008035415,0.008401512,0.05636523,19.1800005
0.008186791,0.007224283,0.008556229,0.008511579,0.029538692,19.29
0.008186791,0.007950338,0.008630631,0.009758965,0.06141337,19.3400005
0.008810896,0.007914035,0.009039846,0.008951829,0.037652127,19.2799995
0.008296931,0.00773252,0.008779432,0.00953883,0.036756118,19.37
0.009288149,0.007950338,0.009225847,0.009758965,0.044495575,19.41
0.009435001,0.007986641,0.009486254,0.0099424,0.04030177,19.6099995
0.009802122,0.008894213,0.010044265,0.010602781,0.058622252,19.8949995
0.009985682,0.01034633,0.010676682,0.011886858,0.122334318,19.97
0.011307317,0.010164815,0.011420706,0.011666724,0.057069315,19.8499995
0.011087048,0.009765483,0.010937089,0.011006351,0.075026787,19.675
0.010169246,0.009184637,0.010230274,0.010089155,0.041933669,19.555
0.009985682,0.008640093,0.009895465,0.01034597,0.034746951,19.370001
0.009324861,0.008131856,0.009039846,0.00961221,0.056227045,19.3150005
0.009545141,0.008095553,0.008667832,0.008548267,0.059466716,18.995
0.008260215,0.006933852,0.007477404,0.007594383,0.068135084,18.995
0.006901865,0.007042765,0.007365797,0.008621635,0.047786791,19.165
0.007929807,0.007369491,0.008295822,0.008658326,0.035078157,19.334999
0.008590624,0.007841425,0.00907704,0.009722277,0.047695765,19.2849995
0.009435001,0.008059246,0.008481824,0.008401512,0.152352271,19.17
0.009324861,0.007877728,0.007812213,0.007704439,0.048205733,18.8699995
0.006828448,0.006244101,0.007254191,0.007410937,0.041263581,18.8800005
0.006865153,0.006098889,0.007477404,0.007814506,0.031241878,18.71
0.007232277,0.005989984,0.006324166,0.006310306,0.069310753,18.5900005
0.006020779,0.005046108,0.006398571,0.006457053,0.053613593,18.4349995
0.005396674,0.004900893,0.005394141,0.006346993,0.044662275,18.405
0.005543526,0.004646773,0.005431346,0.006090182,0.063488338,18.415
0.00569037,0.004755685,0.005394141,0.005429798,0.083714896,18.05
0.004809281,0.0037392,0.0037201,0.005136299,0.066721429,18.3899995
0.00502955,0.00453786,0.005431346,0.005283047,0.053052079,18.2250005
0.00502955,0.004174838,0.004575723,0.004879484,0.042055403,18.0649995
0.004075043,0.003339864,0.004240914,0.004182412,0.070258307,18.06
0.003597783,0.003811806,0.0037201,0.00539311,0.058818562,17.9800005
0.004589008,0.003267266,0.003682899,0.004109036,0.071645641,17.335
0.003083814,0.001924054,0.000260407,0.000220127,0.177044617,17.0349995
0.000110133,-3.63029E-09,0,3.66878E-09,0.096505783,17.285
0.000330409,0.001270602,0.000558015,0.001430825,0.090745881,17.1750005
0,0.000834971,0.000186005,0.002384712,0.098370184,17.37
0.000734238,0.001270602,0.001190432,0.0024214,0.083753281,17.6050005
0.002679981,0.002032967,0.002157658,0.002311333,0.067193013,17.5149995
0.001798891,0.001561025,0.001971649,0.00286165,0.04241293,17.995
0.002826833,0.003775503,0.003273688,0.005613237,0.0837467,18.1199995
0.004992845,0.003811806,0.004166508,0.004035657,0.053154073,18.245
0.004662436,0.004065926,0.00483613,0.005503177,0.046289787,18.4400005
0.005396674,0.004683076,0.005654555,0.006200242,0.045105344,18.4149995
0.005653655,0.004574163,0.00558015,0.00623693,0.027266317,18.6850005
0.005543526,0.005989984,0.006138165,0.007851194,0.040286416,18.799999
0.007048717,0.00602628,0.006956583,0.007410937,0.033640375,18.6450005
0.006718308,0.005590648,0.006249771,0.00697069,0.034166794,19.2849995
0.008039946,0.008168151,0.008370224,0.010089155,0.057761337,19.9149995
0.011233893,0.0100196,0.011160299,0.011299853,0.072132579,19.9350005
0.011270605,0.010527848,0.010788289,0.012253729,0.086242804,20.12
0.012188406,0.010745662,0.01194152,0.012253729,0.079513413,20.0550005
0.01189471,0.010709359,0.011495112,0.01258392,0.095535198,20.1400005
0.012922651,0.012306691,0.010490681,0.011006351,0.111084303,19.9349995
0.010426227,0.01034633,0.01097429,0.011850167,0.067925613,19.8100005
0.010903484,0.009838089,0.010565087,0.010969663,0.045882909,19.5699995
0.010205951,0.008930516,0.009709456,0.010492717,0.043577632,19.5699995
0.010242663,0.008894213,0.009746657,0.010125836,0.049265152,19.585
0.009691986,0.009039429,0.009709456,0.011006351,0.031421737,19.74
0.010169246,0.00947506,0.010416279,0.01067616,0.031006086,19.9399995
0.010205951,0.010600447,0.010751088,0.012400484,0.044451707,19.9799995
0.011637725,0.010382633,0.011271898,0.011813479,0.053370124,20.085
0.010793351,0.011108695,0.011309099,0.013024177,0.048069742,20.415
0.013179632,0.011798443,0.013057554,0.013427747,0.04204005,20.545
0.013106208,0.012234081,0.013578364,0.013904685,0.024774599,20.6099995
0.01325306,0.012415592,0.013875972,0.013867997,0.039644843,20.690001
0.012922651,0.013214263,0.01365277,0.015152071,0.047602545,20.9449995
0.014905099,0.013758803,0.014991998,0.015335506,0.021711498,20.7749995
0.014501263,0.013432077,0.014061973,0.013904685,0.039595491,20.535001
0.013326477,0.012342994,0.013392363,0.014014752,0.05491977,20.9
0.013877158,0.013976621,0.014433987,0.015959199,0.065467893,21
0.015345648,0.014121836,0.015029199,0.015262138,0.038299184,21.0650005
0.014794959,0.01408553,0.01555002,0.015702388,0.032911065,20.9399995
0.015088663,0.01433965,0.014359581,0.014711813,0.049708221,20.570001
